Obstacle-20x20-A13_T3-059.map,11.369735395535827,602244,1172004,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-099.map,18.519760010764003,1198050,2331000,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-055.map,13.05850732512772,711248,1386512,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-167.map,11.439764517359436,769786,1499485,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-141.map,11.79090771265328,709526,1384484,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-054.map,23.11903835553676,1002729,1954554,8,CurrentSolver.SSP
Obstacle-20x20-A13_T3-101.map,21.59018330089748,839082,1630980,9,CurrentSolver.SSP
Obstacle-20x20-A13_T3-169.map,12.569942037574947,842473,1633462,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-118.map,32.31207590084523,1119675,2173188,12,CurrentSolver.SSP
Obstacle-20x20-A13_T3-061.map,19.64875011332333,882967,1723528,10,CurrentSolver.SSP
Obstacle-20x20-A13_T3-006.map,16.6775760082528,923611,1799902,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-051.map,7.627721942961216,565915,1094455,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-172.map,46.99848110880703,987467,1911860,24,CurrentSolver.SSP
Obstacle-20x20-A13_T3-112.map,17.5046572573483,709213,1380448,6,CurrentSolver.SSP
Obstacle-20x20-A13_T3-110.map,17.83780031092465,891877,1733935,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-134.map,21.082102356478572,1025250,1999800,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-043.map,9.984523240476847,657834,1277727,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-068.map,18.454964206553996,1001840,1953260,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-174.map,14.150426112115383,867210,1686384,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-130.map,24.294029395096004,921117,1796340,10,CurrentSolver.SSP
Obstacle-20x20-A13_T3-090.map,15.538029802031815,484947,943920,16,CurrentSolver.SSP
Obstacle-20x20-A13_T3-083.map,33.48872421681881,949347,1838403,13,CurrentSolver.SSP
Obstacle-20x20-A13_T3-140.map,8.357854193076491,685511,1330895,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-000.map,39.40988531243056,778653,1516692,28,CurrentSolver.SSP
Obstacle-20x20-A13_T3-028.map,8.767481580376625,697056,1344000,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-190.map,52.17701683845371,760884,1482138,50,CurrentSolver.SSP
Obstacle-20x20-A13_T3-147.map,9.026008757762611,554917,1071904,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-050.map,24.99231597688049,847201,1640872,9,CurrentSolver.SSP
